央视频道,#genre#
影迷数位电影台,P2p://generationnexxxt.com:19806/bc069c037478448a9e41dbc3e1d5d0f6
爱尔达体育1台,P2p://generationnexxxt.com:19806/68e521d35c0247ddbc5073dee98245a3
爱尔达体育3台,P2p://generationnexxxt.com:19806/3ebc6b89559c44dca30c4c259a5646b9
台视(备),P2p://generationnexxxt.com:19806/3c20d4387ec845149b2ded5f28805f18
爱尔达体育4台,P2p://generationnexxxt.com:19806/df4f198dbe6347e1a084c79d208f227d
中视(备),P2p://generationnexxxt.com:19806/c4ede9c3d1a84d0b9afe57622abcb9e7
华视(备),P2p://generationnexxxt.com:19806/177390ae66634acca9be01242a769660
东森新闻台(备),P2p://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
镜新闻,P2p://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
MTV,P2p://generationnexxxt.com:19806/eb5ba5262e2e4779a1418c78d14ad1e5
东森购物1台,P2p://generationnexxxt.com:19806/eccc79da1c0a4b54b49a71277e1534a0
东森购物2台,P2p://generationnexxxt.com:19806/71a90a7da65142e795b97def2400e1fb
TechStorm,P2p://generationnexxxt.com:19806/994876c6aadc4234ba73441f18d36602
年代新闻,P2p://generationnexxxt.com:19806/65ddd162000837a5babd25111eb9560c
中天新闻台(B),P2p://generationnexxxt.com:19806/e92e93fd67794e92acdc0d4005f0781a
纬来育乐台(B),P2p://generationnexxxt.com:19806/09f5cbcd57934038bc76de430a767046
纬来电影台(B),P2p://generationnexxxt.com:19806/7ab30b79b011427287733d8ba51333e8
纬来综合台(B),P2p://generationnexxxt.com:19806/a537a3ebc712483993ab82440801d1e6
CINEMAX(B),P2p://generationnexxxt.com:19806/adf42efd52864d6e9454132f0d849fb7
亚洲美食频道(B),P2p://generationnexxxt.com:19806/8a565409a26044bead7e66ac44c894f0
美食星球(B),P2p://generationnexxxt.com:19806/60c698afbda7443998a2b9fd5c00c54d
EYE TV旅游台(B),P2p://generationnexxxt.com:19806/055ce8e749c1425c87950f93d0bf9bcd
Animax(B),P2p://generationnexxxt.com:19806/9a6969de27b145dc972e19d71c1a8932
CinemaWorld(B),P2p://generationnexxxt.com:19806/c6efdcd038204b4781cafc2273b4adb3
爱尔达体育1台(B),P2p://generationnexxxt.com:19806/38729b9421044022a4d81ee0fe899dcd
亚洲旅游台(B),P2p://generationnexxxt.com:19806/816c4598cfb641f5845b90a3bc772f1c
TVBS欢乐台(B),P2p://generationnexxxt.com:19806/b7e4efb094034ce1895b3d9a5548cc2b
高点综合台(B),P2p://generationnexxxt.com:19806/0add95963fcd4b6ba03d63cc32dbd1a4
HBO Family(B),P2p://generationnexxxt.com:19806/924dad4bd6604751ba4c4ae69781784b
HBO强档巨献(B),P2p://generationnexxxt.com:19806/85cdd046958e48a794ff6f2d26b8ceba
HBO原创巨献(B),P2p://generationnexxxt.com:19806/6cf195d6fb5a4f9bb6fd98cf97af421b
amc电影台(B),P2p://generationnexxxt.com:19806/3dc5467282034921b7124f4be60f4782
Discovery Asia(B),P2p://generationnexxxt.com:19806/65e9a59d000f257fe8f2360919064328
探索频道(B),P2p://generationnexxxt.com:19806/202aafe50f8947eeac67a09b828f8c40
动物星球(B),P2p://generationnexxxt.com:19806/ff4ce945b27940f89712c63366f0454d
三立iNEWS(B),P2p://generationnexxxt.com:19806/31103be1231e435ab69fdc1492cf08ee
霹雳台湾台(B),P2p://generationnexxxt.com:19806/c72cf3cb004849c082422b8e0fa31067
BBC Earth(B),P2p://generationnexxxt.com:19806/17826db977f04f8fa679d438d6c51700
BBC Lifestyle(B),P2p://generationnexxxt.com:19806/5955951f08424fd49e21d90e882e5228
影迷数位电影台(B),P2p://generationnexxxt.com:19806/381a31aedcd2452c9be9582fc5a8ac51
爱尔达体育4台(B),P2p://generationnexxxt.com:19806/797d51a6805c4a5fac1b71a678228513
博斯高球(B),P2p://generationnexxxt.com:19806/1938e9044d66468a9f38456fc383259f
博斯网球台(B),P2p://generationnexxxt.com:19806/6895bdc150744da98afe23ce77e32e51
博斯运动(B),P2p://generationnexxxt.com:19806/1fded122b4b74670b6012a8068e44766
博斯无限台(B),P2p://generationnexxxt.com:19806/d0a027824de144fd88aef46f0fba7c99
中天亚洲台(B),P2p://generationnexxxt.com:19806/cb5ccc31dac94210bdc7507c320fb32e
中天娱乐台(B),P2p://generationnexxxt.com:19806/f2d219cb882a47038438e2f483f7bf95
WARNER TV(B),P2p://generationnexxxt.com:19806/f613ad7c2e684a3599566ad2405d9c6e
i-Fun动漫台(B),P2p://generationnexxxt.com:19806/a215407035a548a7bd01ec29a94e5ed2
八大优频道(B),P2p://generationnexxxt.com:19806/e1b81f9f50644fd38273333129365a4c
民视第一台(B),P2p://generationnexxxt.com:19806/1c48731982a54a59a9555f7247f3bf7f
三立新闻台(B),P2p://generationnexxxt.com:19806/96118abbe8ee48ddaef2c9c1cea1af04
东森戏剧台(B),P2p://generationnexxxt.com:19806/8e23c200926a4eaaa00043b39dca9075
东森新闻台(B),P2p://generationnexxxt.com:19806/7bbf7bf4cb8f4a58893f6b5017a9fe05
历史频道(B),P2p://generationnexxxt.com:19806/63e740392c4641cc9dab02d98b74782f
爱尔达体育2台(B),P2p://generationnexxxt.com:19806/b63a56b3be724653802408c3b2044490
爱尔达体育3台(B),P2p://generationnexxxt.com:19806/c34b66fc16df4781baceff8a2f6430e4
TVBS(B),P2p://generationnexxxt.com:19806/be3d1c188f0c4b938ccfca04566b0fc1
TVBS新闻台(B),P2p://generationnexxxt.com:19806/65fa6dc600095b662a8020fe14c65804
年代新闻(B),P2p://generationnexxxt.com:19806/65fa6ea5000ec21a2a83897e03cd44bb
非凡新闻台(B),P2p://generationnexxxt.com:19806/65fa6fc4000df93d2a87ea67255a50ce



老挝频道,#genre#
Thai-1,http://103.95.24.37:880/t1.m3u8
Thai-3,http://103.95.24.37:880/t3.m3u8
Thai-5,http://103.95.24.37:880/t5.m3u8
Thai-7,http://103.95.24.37:880/t7.m3u8
Thai-8,http://103.95.24.37:880/t8.m3u8
Thai,http://103.95.24.37:880/TrathTV.m3u8
WorkPoint,http://103.95.24.37:880/wp.m3u8
MONO,http://103.95.24.37:880/mono.m3u8
Amarine,http://103.95.24.37:880/Tsd38p6.m3u8
NBT,http://103.95.24.37:880/Tsd39p7.m3u8
GMM,http://103.95.24.37:880/gmm.m3u8
HBTV,http://103.95.24.37:880/HBTV.m3u8
EBS,http://103.95.24.37:880/EBS.m3u8
EBS2,http://103.95.24.37:880/EBS2.m3u8
TV5,http://103.95.24.37:880/TV5.m3u8
CGTNDoc,http://103.95.24.37:880/cgtnd.m3u8
CGTNNews,http://103.95.24.37:880/cgtnn.m3u8
EuroNews,http://103.95.24.37:880/Euronews.m3u8
RussiaToda,http://103.95.24.37:880/russ.m3u8
Combodia,http://103.95.24.37:880/combadia.m3u8
VIVT-1,http://103.95.24.37:880/vivt.m3u8


韩国频道,#genre#
三星TV,https://i.mjh.nz/SamsungTVPlus/KRBB4200002MM.m3u8
三星TV+,https://i.mjh.nz/SamsungTVPlus/KRBB420000180.m3u8
三星TV3,https://i.mjh.nz/SamsungTVPlus/KRBB4200003ZL.m3u8
JTBC 톡파원25시,https://i.mjh.nz/SamsungTVPlus/KRBC50000218R.m3u8
KBS 정도전,https://i.mjh.nz/SamsungTVPlus/KRBC4400002AO.m3u8
JTBC SKY캐슬,https://i.mjh.nz/SamsungTVPlus/KRBC4600004BQ.m3u8
JTBC 품위있는 그녀,https://i.mjh.nz/SamsungTVPlus/KRBC50000228B.m3u8
SBS 나는 솔로,https://i.mjh.nz/SamsungTVPlus/KRBB4200009C3.m3u8
TV조선 미스터트롯 영웅의 탄생,https://i.mjh.nz/SamsungTVPlus/KRBD27000069Q.m3u8
TV조선 우리 이혼했어요,https://i.mjh.nz/SamsungTVPlus/KRBD2700001QR.m3u8
TV조선 골프왕,https://i.mjh.nz/SamsungTVPlus/KRBD2700002IV.m3u8
PLAYY 영화,https://i.mjh.nz/SamsungTVPlus/KRBD2700007S0.m3u8
SBS 스토브리그,https://i.mjh.nz/SamsungTVPlus/KRBB420000180.m3u8
SBS 순풍산부인과,https://i.mjh.nz/SamsungTVPlus/KRBB4200004RA.m3u8
MBC 지붕뚫고 하이킥,https://i.mjh.nz/SamsungTVPlus/KRBC200005H6.m3u8
JTBC 효리네 민박 시즌1,https://i.mjh.nz/SamsungTVPlus/KRBC5000016BM.m3u8
SBS 정글의 법칙,https://i.mjh.nz/SamsungTVPlus/KRBB4200012PV.m3u8
맛있는 녀석들,https://i.mjh.nz/SamsungTVPlus/KRBC3200007D1.m3u8
JTBC 18 어게인,https://i.mjh.nz/SamsungTVPlus/KRBC5000015F5.m3u8
채널A 이제 만나러 갑니다,https://i.mjh.nz/SamsungTVPlus/KRBC4100005N5.m3u8
전우치,https://i.mjh.nz/SamsungTVPlus/KRBC4000003J2.m3u8
사피엔스스튜디오,https://i.mjh.nz/SamsungTVPlus/KRBC32000191N.m3u8
역사 읽어드립니다,https://i.mjh.nz/SamsungTVPlus/KRBC32000200B.m3u8
심리 읽어드립니다,https://i.mjh.nz/SamsungTVPlus/KRBC3200021ZA.m3u8
tvN 환혼,https://i.mjh.nz/SamsungTVPlus/KRBC320002200.m3u8
tvN 대탈출3,https://i.mjh.nz/SamsungTVPlus/KRBC800016YS.m3u8
TV CHOSUN 국가가 부른다,https://i.mjh.nz/SamsungTVPlus/KRBC35000169K.m3u8
JTBC 뉴스,https://i.mjh.nz/SamsungTVPlus/KRBC46000173Y.m3u8
tvN 윤스테이,https://i.mjh.nz/SamsungTVPlus/KRBC3200017JQ.m3u8
뽀요TV,https://i.mjh.nz/SamsungTVPlus/KRBD2000001BN.m3u8
SBS 빽드,https://i.mjh.nz/SamsungTVPlus/KRBB420001572.m3u8
Animax 하이큐!!,https://i.mjh.nz/SamsungTVPlus/KRBC3200001VC.m3u8
코코비TV,https://i.mjh.nz/SamsungTVPlus/KRBB500035VF.m3u8
로보카폴리 TV,https://i.mjh.nz/SamsungTVPlus/KRBC3500013VH.m3u8
iHQ 돈쭐내러 왔습니다,https://i.mjh.nz/SamsungTVPlus/KRBC4000002ME.m3u8
E채널 토요일은 밥이 좋아,https://i.mjh.nz/SamsungTVPlus/KRBC4100008Z6.m3u8
KBS Joy 연애의 참견,https://i.mjh.nz/SamsungTVPlus/KRBC4000005EP.m3u8
NEW MOVIES,https://i.mjh.nz/SamsungTVPlus/KRBC3200004D1.m3u8
OGN 스타리그,https://i.mjh.nz/SamsungTVPlus/KRBC3200005SH.m3u8


北美频道,#genre#
CNN International,p3p://fccsen.dyndns.tv:29706/5a20bffb0002906acb96445d76975880
Euro News,p3p://fccsen.dyndns.tv:29706/5a5170cc000e8c1389c8a661433d15f1
ID Canada,p3p://fccsen.dyndns.tv:29706/5a01ced1000e0a7c52b8701303594b92
BBC Earth,p3p://fccsen.dyndns.tv:29706/58ab8c030006e5da5aeb621b23617da7
ABC East,p3p://fccsen.dyndns.tv:29706/5a22e3260003c777d3efa4a17ef52ed5
NBC East,p3p://fccsen.dyndns.tv:29706/5a22e3a400031634d3f190a415e937b5
FOX East,p3p://fccsen.dyndns.tv:29706/5a22e39200053125d3f14ade62795cb2
CBS East,p3p://fccsen.dyndns.tv:29706/5a22e33a000dc3dbd3eff55062f41541
ABC West,p3p://fccsen.dyndns.tv:29706/5f583e72000aa869e186f9000c746f19
NBC West,p3p://fccsen.dyndns.tv:29706/59bc11870006371156b14a7e4f582d4a
FOX West,p3p://fccsen.dyndns.tv:29706/59bc11980000166e56b18b555ee76179
CBS West,p3p://fccsen.dyndns.tv:29706/59bc11600005bced56b0b2076cdc03ae
BBC 1,p3p://fccsen.dyndns.tv:29706/5bb6bb320008c3b8fd705faa6a647667
BBC 2,p3p://fccsen.dyndns.tv:29706/5bb6bb3f00077ecefd70921f13656e23
BBC 3,p3p://fccsen.dyndns.tv:29706/59bc7fe40002bfa9586064da5fe27f17
BBC 4,p3p://fccsen.dyndns.tv:29706/59bc801000090e075861125817955ece
WWE,p3p://fccsen.dyndns.tv:29706/5b987ab5000ef7018744e50174a621bd
UFC pass,p3p://fccsen.dyndns.tv:29706/5c4a5ad2000ba3f2fbdd8ccf71297ceb
NBA TV US,p3p://fccsen.dyndns.tv:29706/5d45b702000419e9d1bd300979f803ab
NBA Canada,p3p://fccsen.dyndns.tv:29706/5d45b6b600003de3d1bc062c6ca215ee
Fight Network,p3p://fccsen.dyndns.tv:29706/5b9878b100084486873d03b816881da0
HGTV,p3p://fccsen.dyndns.tv:29706/5a66963e00030b02dc62b310138b2abe
HGTV US,p3p://fccsen.dyndns.tv:29706/5a91ad54000253e284b4a0ae39110fc8
Food Network,p3p://fccsen.dyndns.tv:29706/5bb0f0ec000842c3e6d2539210061045
Cooking Channel,p3p://fccsen.dyndns.tv:29706/5bc933e40000e06f4597aa2c550151d8
LifeTime,p3p://fccsen.dyndns.tv:29706/59bc1344000b4faf56b816163ede44e8
Oprah Winfrey Network,p3p://fccsen.dyndns.tv:29706/5a01d1fe00087f0f52c4d67341664e1f
T+E,p3p://fccsen.dyndns.tv:29706/5a3026ab000021ea07bf40f035876200
Arts and Entertainment,p3p://fccsen.dyndns.tv:29706/5a0b9bd1000f33a5790126cd78bf1239
MTV live,p3p://fccsen.dyndns.tv:29706/59adf63f00089a1e1f96cf6523872643
HBO 1 CA,p3p://fccsen.dyndns.tv:29706/5a7f5b5f000c02e63d249f7d2b8c5ec8
HBO 2 CA,p3p://fccsen.dyndns.tv:29706/59ffcb9e000d31164adbf09e33000a19
Crave 1,p3p://fccsen.dyndns.tv:29706/5a823c86000538f848640d8675a36fe2
Crave 2,p3p://fccsen.dyndns.tv:29706/5a823d1c00092e804866587b5eb5351a
Crave 3,p3p://fccsen.dyndns.tv:29706/5a824324000647f7487de6f46fe732cf
Crave 4,p3p://fccsen.dyndns.tv:29706/5be7a686000e833fbc8739de5a5c5300
TCM,p3p://fccsen.dyndns.tv:29706/5fc871b60003291997cef8a3782a2050
AMC,p3p://fccsen.dyndns.tv:29706/607f69cc000cd9d86287e0cc33602205
FX CA,p3p://fccsen.dyndns.tv:29706/607f5d59000d72fb62573fbc254b1184
FXX CA,p3p://fccsen.dyndns.tv:29706/607f5dfa000355746259b20e3ee208ae
Disney,p3p://fccsen.dyndns.tv:29706/615bd05000046055bf775f3c6ca735d1
YTV,p3p://fccsen.dyndns.tv:29706/58a79b59000661ef4b875954421a1f92
Family,p3p://fccsen.dyndns.tv:29706/5a90a8c80008e0a380badf7d32454d6b
TreeHouse,p3p://fccsen.dyndns.tv:29706/5ba6e01600024161bf80a31a40da41b5
Teletoon,p3p://fccsen.dyndns.tv:29706/58a79b40000f11fc4b86f9e61b6f5abb
ABC Spark,p3p://fccsen.dyndns.tv:29706/5bfc4a16000e9ada0d25e9183f3a1b63
Cartoon Network,p3p://fccsen.dyndns.tv:29706/615bcd6f000d0a9cbf6c228a724f214f
Disney XD,p3p://fccsen.dyndns.tv:29706/615bd096000d518bbf7872fa7de40c90
OLN,p3p://fccsen.dyndns.tv:29706/5a0112b8000bfb3b4fd9adde728a2528
History CA,p3p://fccsen.dyndns.tv:29706/60b80f4f0009915d3fcd7c2b0cec645e
History 2 CA,p3p://fccsen.dyndns.tv:29706/5e8785820007bb05bacb253036df3178
Nat Geo Wild,p3p://fccsen.dyndns.tv:29706/5e43703100062898b0d7f81255483ded
Nat Geographic,p3p://fccsen.dyndns.tv:29706/5dbc8a9400037b3ca1e73964363566a5
Discovery,p3p://fccsen.dyndns.tv:29706/5bdce61a00068daa9287a1f60e68584f
TLC CA,p3p://fccsen.dyndns.tv:29706/58ab8bce0002005c5aea91d24ea15bfb
Love Nature,p3p://fccsen.dyndns.tv:29706/5f5550330007d5fcd614522b5d6972f3
Smithsonian,p3p://fccsen.dyndns.tv:29706/59e2ab3400085940ed794ecb7d945036
Bravo,p3p://fccsen.dyndns.tv:29706/5a0fd62200032b608984f02a05fc0840
E!,p3p://fccsen.dyndns.tv:29706/607f615b0006fea46266e5ea25f418ca
CTV Comedy,p3p://fccsen.dyndns.tv:29706/5d97de23000dfa8212a5bf441ba250bb
CTV Sci-Fi,p3p://fccsen.dyndns.tv:29706/5a824f4b000d7cc148ad61231d697205
Dtour,p3p://fccsen.dyndns.tv:29706/5a01e2a4000a021d5305df3b13627dc3
Cottage Life,p3p://fccsen.dyndns.tv:29706/5a01e36e000f14615308f59841955835
DIY,p3p://fccsen.dyndns.tv:29706/615bcff2000bb9c8bf75f1e90fad329a
Crime Investigation,p3p://fccsen.dyndns.tv:29706/5eab9d25000950d447c768f86d8507f7
Much,p3p://fccsen.dyndns.tv:29706/5a83817900067ff64d59630f2a13081a
MTV,p3p://fccsen.dyndns.tv:29706/615bdeb3000754d8bfaf92bb35ea5472
ShowCase CA,p3p://fccsen.dyndns.tv:29706/5a824ba300070904489f1748478d74dd
IFC,p3p://fccsen.dyndns.tv:29706/5c3251fb00007e8f9dfb02205f5f0c2a
Ginx eSports, p3p://108.181.20.159:70168/6452b6c900062fb47451fa3e235a3be3
CW,p3p://fccsen.dyndns.tv:29706/59bc123300005aaf56b3e8df3b070c65
PBS,p3p://fccsen.dyndns.tv:29706/59bc11a700021a2956b1c67179f0240c
TNT US,p3p://fccsen.dyndns.tv:29706/59f68ffc0009666026cb12e01e7c444f
A&E,p3p://fccsen.dyndns.tv:29706/5c5e4b01000f170749bfc5460676788f
AMC,p3p://fccsen.dyndns.tv:29706/5a00f28d000c252b4f5c05f9598b19d0
WGN,p3p://fccsen.dyndns.tv:29706/59bc1fb60000069a56e8b0820f5b23a7
E!,p3p://fccsen.dyndns.tv:29706/5d387ef3000308729e1a3e0e26241792
Sundance TV,p3p://fccsen.dyndns.tv:29706/5d4cb2f9000820b0ed0564042b4c6eb6
SYFY,p3p://fccsen.dyndns.tv:29706/5a0b98690005c2b878f3d62e580e119c
FX US,p3p://fccsen.dyndns.tv:29706/59bc12dd0003597a56b681b402c25bb8
FXX US,p3p://fccsen.dyndns.tv:29706/59bc19d70002e0eb56d1c21e32526605
Bravo US,p3p://fccsen.dyndns.tv:29706/5a88d0ae000df2096216cbfc17dc4630
LifeTime US,p3p://fccsen.dyndns.tv:29706/5b15d5510000a43b88efcbdc14995ff9
Comedy Central,p3p://fccsen.dyndns.tv:29706/59bc7e700009adac585ab98e50c44181
WE TV,p3p://fccsen.dyndns.tv:29706/5a1494c00005157b9c0d78006afa26fc
Paramount Network,p3p://fccsen.dyndns.tv:29706/5a47c3d4000c210263fd0c6d196b47ad
USA Network,p3p://fccsen.dyndns.tv:29706/5f36e55f000051e05f432b9823245870
Travel Channel,p3p://fccsen.dyndns.tv:29706/5a20ac3a000aeb29cb491ca07e63492d
Tru TV,p3p://fccsen.dyndns.tv:29706/5a3c724e0009e51e37c6a846152756c9
BET,p3p://fccsen.dyndns.tv:29706/5a88f8ff0009cd9962b447551fe4191d
TV Land,p3p://fccsen.dyndns.tv:29706/5bd6416300025ca478944ec057621712
Weather Channel,p3p://fccsen.dyndns.tv:29706/5fe7f6b800096eff12ee7f752cfe3c6d
Hallmark Channel,p3p://fccsen.dyndns.tv:29706/5bd5f0d7000465ab7759ac632ce15607   
Lifetime Movie Network,p3p://fccsen.dyndns.tv:29706/5a6554fa0003c32cd77bc1a751886599
VH-1,p3p://fccsen.dyndns.tv:29706/5a46716a00078e0d5ed31d3460da3911
BBC America,p3p://fccsen.dyndns.tv:29706/5a01d8fc000a4ee752e0271350321283
TBS,p3p://fccsen.dyndns.tv:29706/5b7c9a5f00076daa1a60a86359a531ea
Destination America,p3p://fccsen.dyndns.tv:29706/5a4af6c60005abb5707bfcb6077937a0
MTV US,p3p://fccsen.dyndns.tv:29706/5b7cc0d40008b4961af6e1be0e8a0491
OWN US,p3p://fccsen.dyndns.tv:29706/5f90e140000e4e52bec2c31d768f133a
FashionTV HD,p3p://fccsen.dyndns.tv:29706/615276c1000841769af1921e0239571f
Fashion TV,p3p://fccsen.dyndns.tv:29706/5a43e5ea0002d22c54e2300409a71dad
GSN,p3p://fccsen.dyndns.tv:29706/5bd7adf4000e15bd7e2468267440101a
Great American Country,p3p://fccsen.dyndns.tv:29706/5db233aa000d382c7983c4501be10123
Freeform,p3p://fccsen.dyndns.tv:29706/5a9e1feb000d44f1b55421701c633a29
C+I US,p3p://fccsen.dyndns.tv:29706/5a02116000082b1353bc6d2b2ae931ff
Fuse,p3p://fccsen.dyndns.tv:29706/5ab3d751000ead120a2866c74cd96f23
Me TV 23,p3p://fccsen.dyndns.tv:29706/5acd60e600047cf16de99d001a3b4f7e
FYI,p3p://fccsen.dyndns.tv:29706/5b7c9957000d63fb1a5ca2a840085e1a
Cooking Channel,p3p://fccsen.dyndns.tv:29706/5a824d59000df7e648a5c80057151ed6
Food Network,p3p://fccsen.dyndns.tv:29706/59bc7e11000b47f5585946df50305dc2
Discovery Life,p3p://fccsen.dyndns.tv:29706/5b2c50dd000a1eb3e0c241e3759d22cb
DIY Network,p3p://fccsen.dyndns.tv:29706/5bd1461f0003f8b3651ecd8a078e74fc
Logo TV,p3p://fccsen.dyndns.tv:29706/5d6ec2d20002e4d972132c2d3b57367f
American Heroes,p3p://fccsen.dyndns.tv:29706/5c183b520001b64738127e491183292d
Oxygen,p3p://fccsen.dyndns.tv:29706/5c183b75000024f43813069b204240f3
TLC US,p3p://fccsen.dyndns.tv:29706/5c5e47da0000bb2c49b3714d35d04474
TV One,p3p://fccsen.dyndns.tv:29706/5d6efa6c0000349172ec5d012a1216a7
BET Her,p3p://fccsen.dyndns.tv:29706/5d8421fb00053029c58ed2714a465653
BET Jams,p3p://fccsen.dyndns.tv:29706/5d8422100000a11dc58f234e43706dda
BET Soul,p3p://fccsen.dyndns.tv:29706/5d842222000ef2dec58f6d494b17556d
Comet,p3p://fccsen.dyndns.tv:29706/5db23393000ef87479836aea17cc05a1
Cozi TV,p3p://fccsen.dyndns.tv:29706/5e31d0a0000b13126c00b2fe0cce1afd
FXM,p3p://fccsen.dyndns.tv:29706/5f5f799b000c2dcbfdc6094a128c03dd
Ginx eSports TV,p3p://fccsen.dyndns.tv:29706/5e43489d00057424b03d5dc406ea2a36
ION TV,p3p://fccsen.dyndns.tv:29706/5f28c3f300077a702810aa0817f10617
KBS World,p3p://fccsen.dyndns.tv:29706/5e49b05d0008623bc942a477064225a9
Daystar TV,p3p://fccsen.dyndns.tv:29706/61e0b91f000b1934c6a47c4630f946a1
NASA TV,p3p://fccsen.dyndns.tv:29706/5c509c05000ddf47144c3c9e1c834bf1
NASA 4K,p3p://fccsen.dyndns.tv:29706/5f2747090009bab62240b88a51ab7763
Travelxp,p3p://fccsen.dyndns.tv:29706/5ffe5fc8000b05346a78de1410167cd0
WildEarth,p3p://fccsen.dyndns.tv:29706/60ad9b300006855116f7e2477b9b5bbc
Festival 4k, p3p://108.181.20.159:70168/647c5502000692e116e32e9c46b45652
Bellator MMA, p3p://108.181.20.159:70168/644ed90f000b74d86537dd0e70232024
4 Seven,p3p://fccsen.dyndns.tv:29706/5fc8350400098fcf96e1e2fc391f40d5
ITV 1,p3p://fccsen.dyndns.tv:29706/5ef279a1000a834953fe9f820c3a1e28
ITV 2,p3p://fccsen.dyndns.tv:29706/59c67e1d00059c307f6961cb24ad3501
ITV 3,p3p://fccsen.dyndns.tv:29706/5a21d67a000d3582cfd627334c8c2ac4
ITV 4,p3p://fccsen.dyndns.tv:29706/5da515260002b0a746448df737ea317b
Channel 4,p3p://fccsen.dyndns.tv:29706/5a4fc6a30000c6fe8347f2ba7b456d3d
Channel 5,p3p://fccsen.dyndns.tv:29706/5a4fc6b8000a4344834847302d90644a
Film 4,p3p://fccsen.dyndns.tv:29706/5a4fc6f9000c7c77834945aa62c55dd2
More 4,p3p://fccsen.dyndns.tv:29706/5bf0817c000316d3df1e708d010a4787
Drama,p3p://fccsen.dyndns.tv:29706/5d9e803b00086ca32c8ee1e970232f56
Alibi,p3p://fccsen.dyndns.tv:29706/5a5028b5000ce1d084c70c1c77fb2cde
Quest,p3p://fccsen.dyndns.tv:29706/5a5028c6000d6b6e84c74ea702584daa
Gold,p3p://fccsen.dyndns.tv:29706/5a5028d80004694d84c792a90f466ae3
ITVbe,p3p://fccsen.dyndns.tv:29706/5a5028ea0009ec5d84c7da6221e13f41
Home,p3p://fccsen.dyndns.tv:29706/5da51b9e000e3265465dd5b1148d3edd
Food Network,p3p://fccsen.dyndns.tv:29706/5da51cc1000719a3466244991dfc4c94
Yesterday,p3p://fccsen.dyndns.tv:29706/5a503add0004be13850df64c4e0e7ed9
TLC UK,p3p://fccsen.dyndns.tv:29706/5da51b58000255f9465cc13749aa2c6a     
Bein Sports USA,p3p://fccsen.dyndns.tv:29706/5c4a5e2a000ddac2fbea9d2420355926
Bein Sport CA,p3p://fccsen.dyndns.tv:29706/5bd63729000b758e786c5e885c6634e3
Beinsport FR1,p3p://fccsen.dyndns.tv:29706/5ef28d5e000ea60a544bbad142d06817
Beinsport FR3,p3p://fccsen.dyndns.tv:29706/5a98ef60000d6566a10e9251042026f2
ESPN 1,p3p://fccsen.dyndns.tv:29706/59d24815000bb22cad7630914a1924b3
ESPN 2,p3p://fccsen.dyndns.tv:29706/59bbf1fd000b428d563618b379a53086
ESPN U,p3p://fccsen.dyndns.tv:29706/5a88cf44000028fc621142635fc84be5
ESPN News,p3p://fccsen.dyndns.tv:29706/5c5ccceb00083b8d43eb3d9232165684
Fox Sport 1,p3p://fccsen.dyndns.tv:29706/59bbf21600071468563679492664613f
Fox Sport 2,p3p://fccsen.dyndns.tv:29706/59e2b81e00049c3eedabbfe568a9573b
Tennis,p3p://fccsen.dyndns.tv:29706/60b962030008c44344f88b155b45442f
NFL Network,p3p://fccsen.dyndns.tv:29706/59bbf3f3000ef74f563dc29848a479f9
NHL Network,p3p://fccsen.dyndns.tv:29706/5a4ae10a0001df28702715530b3e23dc
CBS Sports,p3p://fccsen.dyndns.tv:29706/5a00e21b00058e784f1bc6f62dc403e6
NBC Golf,p3p://fccsen.dyndns.tv:29706/5a6fa9f5000250ecffd7a5d26d0b1c97
MLB Network,p3p://fccsen.dyndns.tv:29706/59bbf25c0002fe03563789ad321d31ef
TSN 1,p3p://fccsen.dyndns.tv:29706/5d45b4440002e468d1b279875cc53184
TSN 2,p3p://fccsen.dyndns.tv:29706/5d45b49f0004b838d1b3dd774be667a4
TSN 3,p3p://fccsen.dyndns.tv:29706/5d45b529000804ebd1b5f9606eef3d87
TSN 4,p3p://fccsen.dyndns.tv:29706/5d45b59600028129d1b7a1bf71b50a26
TSN 5,p3p://fccsen.dyndns.tv:29706/5d45b5f9000516c8d1b92521608c3d5d
Sky Sport 1,p3p://fccsen.dyndns.tv:29706/59bbf34800086cb2563b24f202e31678
Sky Sport 2,p3p://fccsen.dyndns.tv:29706/59bbf35f000c9fdb563b7fde3a4d1307
Sky Sport 3,p3p://fccsen.dyndns.tv:29706/59bbf373000890ed563bccf43f3c5b45
Sky Sport 4,p3p://fccsen.dyndns.tv:29706/59bbf38b00055cc7563c29e26168677c
Sky Sport 5,p3p://fccsen.dyndns.tv:29706/59bbf3a100017e4d563c7ed4483777f8
Sky Sport F1,p3p://fccsen.dyndns.tv:29706/59bbf3bc000ad51e563ceab13ecd1b97
Sky Sp Football,p3p://fccsen.dyndns.tv:29706/5da52b34000c1b45469ab71b318b6093
Sky Sp Mix,p3p://fccsen.dyndns.tv:29706/5da52b4b0009e11d469b106164071071
Sky Sp News,p3p://fccsen.dyndns.tv:29706/5da88b06000cd6cd53c9039a2e9d468e
BT Sport 1,p3p://fccsen.dyndns.tv:29706/59d2486d0006b186ad7787092c1d60d5
BT Sport 2,p3p://fccsen.dyndns.tv:29706/59c67e480005fd5b7f6a09dd58e05390
